"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00015459","4955521","Вкладыши коренные КОМПЛЕКТ (стандартный) 4ISBе, 6ISBe, 4BT, 6BT, EQB","шт","3785","","1.3","0","0"
"МД-00019188","4570301445","Вкладыши коренные упорные (пара)  на 5490","к-т","9017","","0.326","0","0"
"МД-00010961","245-1000102 Р0","Вкладыши ММЗ-245 Р0 коренные / ДЗВ","к-т","1556","","1.535","0","0"
"МД-00010962","245-1000104 Р0","Вкладыши ММЗ-245 Р0 шатунные / ДЗВ","к-т","475","","0.762","0","0"
"МД-00006429","5297/6520-3414067+..066","Вкладыши рулевые ЕВРО ПОРОШКОВЫЕ (комплект из 2-ух)","к-т","95","","0","0","0"
"МД-00005670","5320-3414067+..066","Вкладыши рулевые ПОРОШКОВЫЕ (комплект из 2-ух)","к-т","72","","0","0","0"
"МД-00015263","5320-3414067+..066","Вкладыши рулевые ФОСФАТИРОВАННЫЕ (комплект из 2-ух)","к-т","56","","0","0","0"
"МД-00018395","5420303160","Вкладыши шатунные (пара) на 5490","к-т","4715","","0.226","0","0"
"МД-00011811","236-1000102 Р0","Вкладыши ЯМЗ-236 Р0 коренные / ДЗВ","к-т","1946","","0.001","0","0"
"МД-00011812","236-1000104-В2","Вкладыши ЯМЗ-236 Р0 шатунные / ДЗВ","к-т","2040","","0.001","0","0"
"МД-00018241","236-1000102 Р1","Вкладыши ЯМЗ-236 Р1 коренные / ДЗВ","к-т","1752","","1.5","0","0"
"МД-00018244","236-1000104 Р1","Вкладыши ЯМЗ-236 Р1 шатунные / ДЗВ","к-т","2040","","1.875","0","0"
"МД-00018242","236-1000102 Р2","Вкладыши ЯМЗ-236 Р2 коренные / ДЗВ","к-т","1946","","1.35","0","0"
"МД-00018245","236-1000104 Р2","Вкладыши ЯМЗ-236 Р2 шатунные / ДЗВ","к-т","2020","","1.5","0","0"
"МД-00018243","236-1000102 Р3","Вкладыши ЯМЗ-236 Р3 коренные / ДЗВ","к-т","1946","","2.019","0","0"
"МД-00018246","236-1000104 Р3","Вкладыши ЯМЗ-236 Р3 шатунные / ДЗВ","к-т","2020","","2.019","0","0"
"МД-00020522","236-1000102 Р4","Вкладыши ЯМЗ-236 Р4 коренные / ДЗВ","к-т","1946","","1.5","0","0"
"МД-00020521","236-1000104 Р4","Вкладыши ЯМЗ-236 Р4 шатунные / ДЗВ","к-т","2020","","0.5","0","0"
"МД-00021081","236-1000102 Р5","Вкладыши ЯМЗ-236 Р5 коренные / ДЗВ","к-т","1946","","0.9","0","0"
"МД-00021082","236-1000104 Р5","Вкладыши ЯМЗ-236 Р5 шатунные / ДЗВ","к-т","2020","","0.9","0","0"
"МД-00021083","236-1000102 Р6","Вкладыши ЯМЗ-236 Р6 коренные / ДЗВ","к-т","1946","","0.9","0","0"
"МД-00021084","236-1000104 Р6","Вкладыши ЯМЗ-236 Р6 шатунные / ДЗВ","к-т","2020","","0.9","0","0"
"МД-00000198","238-1000102 Р0","Вкладыши ЯМЗ-238 Р0 коренные / ДЗВ","к-т","2467","","1.607","0","0"
"МД-00000213","238-1000104 Р0","Вкладыши ЯМЗ-238 Р0 шатунные / ДЗВ","к-т","2734","","1.784","0","0"
"МД-00000199","238-1000102 Р1","Вкладыши ЯМЗ-238 Р1 коренные / ДЗВ","к-т","2467","","1.67","0","0"
"МД-00000212","238-1000104 Р1","Вкладыши ЯМЗ-238 Р1 шатунные / ДЗВ","к-т","2734","","1.861","0","0"
"МД-00000200","238-1000102 Р2","Вкладыши ЯМЗ-238 Р2 коренные / ДЗВ","к-т","2467","","1.757","0","0"
"МД-00000211","238-1000104 Р2","Вкладыши ЯМЗ-238 Р2 шатунные / ДЗВ","к-т","2734","","1.933","0","0"
"МД-00000202","238-1000102 Р3","Вкладыши ЯМЗ-238 Р3 коренные / ДЗВ","к-т","2467","","1.773","0","0"
"МД-00000210","238-1000104 Р3","Вкладыши ЯМЗ-238 Р3 шатунные / ДЗВ","к-т","2734","","2.019","0","0"
"МД-00000241","238-1000102 Р4","Вкладыши ЯМЗ-238 Р4 коренные / ДЗВ","к-т","2445","","1.895","0","0"
"МД-00000209","238-1000104 Р4","Вкладыши ЯМЗ-238 Р4 шатунные / ДЗВ","к-т","2503","","2.086","0","0"
"МД-00000531","238-1000102 Р5","Вкладыши ЯМЗ-238 Р5 коренные / ДЗВ","к-т","2467","","1.9","0","0"
"МД-00000242","238-1000104 Р5","Вкладыши ЯМЗ-238 Р5 шатунные / ДЗВ","к-т","2734","","2.193","0","0"
"МД-00000829","238-1000102 Р6","Вкладыши ЯМЗ-238 Р6 коренные / ДЗВ","к-т","2445","","2.002","0","0"
"МД-00000827","238-1000104 Р6","Вкладыши ЯМЗ-238 Р6 шатунные / ДЗВ","к-т","2707","","2.24","0","0"
"МД-00019005","534-1000102 Р0","Вкладыши ЯМЗ-534 Р0 коренные / ДЗВ","к-т","1440","","0.2","0","0"
"МД-00019006","534-1000104 Р0","Вкладыши ЯМЗ-534 Р0 шатунные / ДЗВ","к-т","783","","0.2","0","0"
"МД-00018247","536-1000102 Р0","Вкладыши ЯМЗ-536 Р0 коренные / ДЗВ","к-т","1973","","0.4","0","0"
"МД-00018248","536-1000104 Р0","Вкладыши ЯМЗ-536 Р0 шатунные / ДЗВ","к-т","1193","","0.4","0","0"
"МД-00004205","740-1318210-01","Включатель гидромуфты / ОАО КамАЗ","шт","1413.5","","0.44","0","0"
"МД-00017507","740-1318210-01","Включатель гидромуфты 76°С / Литиз","шт","843","","0.358","0","0"
"МД-00013068","740-1318210-01","Включатель гидромуфты 76°С / Стандарт","шт","1250","","0.34","0","0"
"МД-00004867","740-1318210-01","Включатель гидромуфты 85°С / Литиз","шт","810","","0.35","0","0"
"МД-00004288","740-1318210-01","Включатель гидромуфты 85°С / Стандарт","шт","940","","0.34","0","0"
"МД-00005461","740-1318210-01","Включатель гидромуфты Евро / Литиз","шт","819","","0.358","0","0"
"МД-00008664","ВК322 У-ХЛ","Включатель кнопочный (ВК-322) / г.Старый Оскол","шт","116","","0.001","0","0"
"МД-00000371","5320-3737010","Включатель массы ( ВК - 860 ) / г. Москва","шт","590","","0.795","0","0"
"МД-00000300","1410-3737","Включатель массы ( ВК - 860 ) / г. Старый Оскол","шт","2000","","0.951","0","0"
"МД-00006449","1420-3737","Включатель массы ( ВК - 860 ) МАЗ / г. Старый Оскол","шт","2348","","0.96","0","0"
"МД-00003289","1407-3737","Включатель массы ( ВК - 860 ) текстолит / г. Старый Оскол","шт","2240","","1","0","0"
"МД-00003096","1402-3737","Включатель массы ( ВК - 860 ) текстолит ТРОПИЧЕСКИЙ ВАРИАНТ / г. Старый Оскол","шт","2318","","1","0","0"
"МД-00019216","ВБ-404","Включатель массы (ВБ-404) большой","шт","1200","","1.2","0","0"
"МД-00001726","5320-3737010","Включатель массы (ВК-318) механический","шт","265","","0.416","0","0"
"МД-00003098","5320-3737010","Включатель массы (ВК-318) флажковый / г. Старый Оскол","шт","260","","0.2","0","0"
"МД-00009636","ВК-314 У-ХЛ","Включатель массы ВК-314 У-ХЛ / г. Старый Оскол","шт","225","","0.04","0","0"
"МД-00009120","1300-3737","Включатель массы дистанционный 12V/ г.Старый Оскол","шт","1878","","1.04","0","0"
"МД-00009121","1400-3737","Включатель массы дистанционный 24V/ г.Старый Оскол","шт","2183.5","","1","0","0"
"МД-00001878","-","Включатель массы механический с противоугонкой / Турция","шт","832","","0.42","0","0"
"МД-00002192","-","Включатель массы механической с противоугонной / г. Москва","шт","377.52","","0.52","0","0"
"МД-00009123","ВК316Б У-ХЛ","Включатель свечей накаливания и стартера ВК316Б У-ХЛ / г.Старый Оскол","шт","513","","0.24","0","0"
"МД-00009119","ВК-856","Включатель-замок (ВК-856) / г.Старый Оскол","шт","525","","0.24","0","0"
"МД-00014701","310041001","Влагомаслоотделитель (на 5490) / HALDEX","шт","15810","","0.001","0","0"
"МД-00021062","310041001","Влагомаслоотделитель (на 5490) / TECNARI","шт","9620","","2.22","0","0"
"МД-00017449","16-3512010-20","Влагоотделитель (регулятор давления) ""NEW"" / Автокомпонент","шт","4206","","2.14","0","0"
"МД-00002805","11.351101","Влагоотделитель / г.Полтава","шт","7813","","2.82","0","0"
"МД-00004014","16-3512110","Влагоотделитель c РДВ ( БЕЛЫЙ ) / Автокомпонент","шт","4299","","2.3","0","0"
"МД-00002806","14.3512010-10","Влагоотделитель c РДВ / г.Полтава","шт","8797","","2.64","0","0"
"МД-00002807","14.3512010-11","Влагоотделитель c РДВ нового образца РЕБРИСТЫЙ/ г.Полтава","шт","9398","","2.86","0","0"
"МД-00023105","1324 307 073","Водило ZF (1324307073)","шт","4770","","0.06","0","0"
"МД-00023103","1324 307 287","Водило ZF (1324307074)","шт","5550","","0.06","0","0"
"МД-00023106","1324 307 102","Водило ZF (1324307102)","шт","3220","","0.06","0","0"
"МД-00022301","6522-2305015-01","Водило планетарной передачи (корпус) 6522 ","шт","30000","","10","0","0"
"МД-00005677","6520-2405024","Водило с кожухом и сателлитами 6520 / ОАО КамАЗ","шт","78100","","31.94","0","0"
"МД-00018157","6520-2405024","Водило с кожухом и сателлитами 6520 / ОАО КамАЗ новый с консервации, с разбора","шт","45500","","31.94","0","0"
"МД-00022298","6522-2305024","Водило с кожухом и сателлитами 6522 ","шт","52800","","16","0","0"
"МД-00011858","6522-2305024","Водило с кожухом и сателлитами 6522 / ОАО КамАЗ","шт","50000","","22","0","0"
"МД-00019382","6560-2405024","Водило с кожухом и сателлитами 6560 / ОАО КамАЗ","шт","74211.5","","17","0","0"
"МД-00019601","А9408301544","Воздухозаборник на 5490 / MB (оригинал)","шт","37881","","0.001","0","0"
"МД-00000086","6520-1109005","Воздухоочиститель мультициклонный (пластмассовый)","шт","7200","","16","0","0"
"МД-00017962","306561.001","Воздухоочиститель мультициклонный (пластмассовый) в сборе с кронштейнами / Сатурн","шт","3500","","12.4","0","0"
"МД-00016050","-","Воздухопровод G1045","шт","2020","","1.04","0","0"
"МД-00017822","5490-1109262","Воздухопровод на 5490","шт","3745","","0.001","0","0"
"МД-00014736","65115060-75","Воздухопровод на 65115 (-75) / СТА","шт","810","","1.12","0","0"
"МД-00014740","65115060","Воздухопровод на 65115 / СТА","шт","656","","1.04","0","0"
"МД-00006435","65116-1109360-31","Воздухопровод на 65116 и 65115 / СТА","шт","1651","","0.82","0","0"
"МД-00015099","6520-1109340-85","Воздухопровод на 6520 / СТА","шт","822","","1.12","0","0"
"МД-00018056","971 002 152 0","Воздухораспределитель / SORL","шт","3300","","1.8","0","0"
"МД-00004777","15-1772010","Воздухораспределитель делителя (завод)","шт","1875","","0.875","0","0"
"МД-00000495","15-1772010","Воздухораспределитель делителя / г. Москва","шт","844","","0.4","0","0"
"МД-00005462","154-В2111-4.00.000В","Воздухораспределитель делителя Евро / Саратовдизельаппарат","шт","3995","","0.296","0","0"
"МД-00006436","0501 219 310 / 1356 298 001","Воздухораспределитель делителя КПП ZF ","шт","8745","","0.19","0","0"
"МД-00004445","100-3531008","Воздухораспределитель с краном (для прицепов и п/прицепов) / г. Рославль","шт","5724","","2","0","0"
"МД-00004444","9758/7494-3531010-01","Воздухораспределитель с краном / Беларусь","шт","5628","","1.6","0","0"
"МД-00011584","100-3531008","Воздухораспределитель с краном растормаживания / SORL","шт","5340","","2.4","0","0"
"МД-00005295","11-3812010","Вольтметр / г.Владимир","шт","837","","0.148","0","0"
"МД-00020144","8543-2902530","Вставка кронштейна рессоры прицепа СЗАП","шт","410","","0.777","0","0"
"МД-00018172","Ф157.710","Вставка плавкая БПР-4.04 (40А+60А+90А)","к-т","24","","0.001","0","0"
"МД-00034469","-","Вставка плавкая в блистере из 10 (8 и 16 Ампер) пластмассовая / Goetze ","к-т","36","","0.001","0","0"
