"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН007654","238ВМ-1700004-40","КПП с демультипликатором(двухдиск.сц.)","шт","122000","","0","0","0"
"ДН008840","238ВМ-1700004-70","КПП с демультипликатором(однодиск.сц.)","шт","192000","","0","0","0"
"ДН012014","64221-3537110","Кран аварийного растормаживания БелОМО","шт","830","","0","0","0"
"ДН010184","961 723 100 7","Кран ручного тормоза (аналог ""WABCO"") 3отв.","шт","6900","","0.5","0","0"
"ДН011686","961 723 015 0","Кран ручного тормоза (аналог ""WABCO"") 3 отв.","шт","935","","0.5","0","0"
"ДН007376","100-3513110","Кран слива конденсата","шт","96","","0.036","0","0"
"ДН006578","ВС-11-8101010","Кран сливной ВС-11 (латунь)","шт","300","","0.15","0","0"
"ДН008048","ПС-7","Кран сливной системы охлаждения ПС-7 (замена КР-2)","шт","215","","0.11","0","0"
"ДН009551","8090-3514100","Кран тормозной г. ВАВИЛОВ (анал WABCO, под трубку)","шт","7310","","0","0","0"
"ДН009585","8090-3514100","Кран тормозной 2-х секционный ГТК (аналог WABCO, под трубку)","шт","1650","","1.4","0","0"
"ДН13838","8299-3514100","Кран тормозной 2-х секцио(с глуш. дв.Мерс. аналог)","шт","2550","","0","0","0"
"ДН011886","8299-3514100","Кран тормозной 2-х секцио(с глушителем дв.Мерседес)","шт","6500","","0","0","0"
"ДН008723","64221/8000-3514008","Кран тормозной 2-х секционный (БелОМО)","шт","5810","","0","0","0"
"ДН012605","64221/8608-3514010-10","Кран тормозной 2-х секционный (БелОМО) Зубрёнок","шт","5450","","0","0","0"
"ДН004323","503А-8606204","Кран управления механизмом подъема платформы","шт","1650","","1.15","0","0"
"ДН003553","5336-8101150","Кран управления отопителем 5336 старого образца","шт","255","","0.25","0","0"
"ДН003365","64221-8101150","Кран управления отопителем 64221 нового образца","шт","426","","0.25","0","0"
"ДН008416","6430-8101150-010","Кран управления отопителем 6430 (Т-образный) ЕВРОМАЗ","шт","840","","0.075","0","0"
"ДН009637","463 032 0207","Кран управления пневмоподвеской п/п аналог ""WABCO""","шт","2100","","1.2","0","0"
"ДН008359","SV1490-","Кран уровня пола SV1490 (ан.464 007 010 0) KNORR BREMSE","шт","5500","","0.13","0","0"
"ДН011223","SV1491-64221-6819010","Кран уровня пола SV1491 перед.KNORR BREMSE","шт","6360","","0.13","0","0"
"ДН012102","464 007 0010","Кран уровня пола кабины (ан. ""WABCO"") под фитинг","шт","1050","","0","0","0"
"ДН005893","464 007 0100","Кран уровня пола кабины (ан. ""WABCO"") под штуцер","шт","990","","0.346","0","0"
"ДН012662","54322-8511015-10","Крепеж пластикового крыла регулируемый (d=42)","шт","150","","0.46","0","0"
"ДН012774","54322-8511014","Крепеж пластикового крыла регулируемый (d=50,8)","шт","180","","0.46","0","0"
"ДН004597","64221-2506060-10","Крестовина дифференциала","шт","1860","","2.6","0","0"
"ДН007072","4370/103-2403060-55","Крестовина дифференциала (Зубрёнок) в сборе","шт","3900","","2.8","0","0"
"ДН009577","6430-2506060-10","Крестовина дифференциала 6430 в сб.с сателлитами+шайбы","шт","4800","","5.4","0","0"
"ДН011547","6430-2506060","Крестовина дифференциала 6430 голая КМД","шт","2100","","3.14","0","0"
"ДН004747","64221-2506060","Крестовина дифференциала в сборе","шт","3820","","4.9","0","0"
"ДН13549","4370/103-2403060","Крестовина дифференциала Зубрёнок голая КМД","шт","960","","1.12","0","0"
"ДН010542","6520-2205025","Крестовина основ. вала 84-2205025 (57х152) КМД","шт","1510","","4.1","0","0"
"ДН001671","4310 (210)-2205025","Крестовина основного кардана (4310) МАЗ (50х155)","шт","1340","","3","0","0"
"ДН004023","53205-2205025","Крестовина основного кардана Евро (МАЗ) (50х155)","шт","1590","","3.2","0","0"
"ДН006085","7522/540-2201025","Крестовина основного кардана ЕВРО МАЗ (62х173)","шт","1920","","5.1","0","0"
"ДН003823","5336-2403060","Крестовина редуктора заднего моста (МКД)","шт","1390","","2.05","0","0"
"ДН006458","5336-2403060/55","Крестовина редукторная (МКД) в сборе","шт","2568","","4.5","0","0"
"ДН004324","408-2201025","Крестовина рулевого кардана в сборе (28х73х42,5) КМД","шт","210","","0.45","0","0"
"ДН12900","6430-3444063-10","Крестовина рулевого кардана МАЗ 6430 (19х56) КМД","шт","190","","0.17","0","0"
"ДН007678","6430-3444063","Крестовина рулевого кардана МАЗ 6430 (19х58) КМД","шт","190","","0.18","0","0"
"ДН012510","544019-1109093","Кронштейн","шт","600","","0","0","0"
"ДН14886","544019-2801119","Кронштейн (ОАО МАЗ) левый 544019","шт","11100","","0","0","0"
"ДН012509","544019-2801118","Кронштейн (ОАО МАЗ) правый 544019","шт","11100","","0","0","0"
"ДН013392","6430В9-2801118-000","Кронштейн (ОАО МАЗ) правый 6430В9","шт","5840","","0","0","0"
"ДН004801","5336-2905540","Кронштейн амортизатора верх.правый (МАЗ-5551)","шт","650","","2.8","0","0"
"ДН004599","53361-2905540","Кронштейн амортизатора верхний","шт","615","","4.45","0","0"
"ДН009678","6430-2915540","Кронштейн амортизатора верхний  задний 6430","шт","660","","0","0","0"
"ДН007710","631019-2915540","Кронштейн амортизатора верхний задней подвески н/о","шт","930","","2.3","0","0"
"ДН009679","544008-2915540","Кронштейн амортизатора верхний задний 5440008","шт","660","","2.5","0","0"
"ДН008398","551603-2905540","Кронштейн амортизатора верхний задний 551603","шт","750","","2.5","0","0"
"ДН010632","5336-2905541","Кронштейн амортизатора верхний лев. (МАЗ-5551)","шт","630","","0","0","0"
"ДН009680","5440-2905540","Кронштейн амортизатора верхний передний 5440","шт","732","","3.76","0","0"
"ДН010284","54327-2915540","Кронштейн амортизатора зад. пневмоподвески верхний","шт","1950","","3.55","0","0"
"ДН012428","5440-2915417-010","Кронштейн амортизатора зад. рессорной подвески н/о","шт","3680","","0","0","0"
"ДН008049","6430-2905417","Кронштейн амортизатора н/о левый","шт","2650","","3.2","0","0"
"ДН008050","6430-2905416","Кронштейн амортизатора н/о правый","шт","2350","","3.2","0","0"
"ДН004409","64221-2905417","Кронштейн амортизатора нижний левый","шт","2050","","3.7","0","0"
"ДН004640","53361-2905417","Кронштейн амортизатора нижний левый","шт","1550","","3.7","0","0"
"ДН13224","4370-2915417","Кронштейн амортизатора нижний левый 4370","шт","2900","","0","0","0"
"ДН004600","64221-2905416","Кронштейн амортизатора нижний правый","шт","1920","","3.7","0","0"
"ДН004641","53361-2905416","Кронштейн амортизатора нижний правый","шт","1360","","3.7","0","0"
"ДН012207","5516-2905416","Кронштейн амортизатора нижний правый","шт","1250","","0","0","0"
"ДН13223","4370-2915416","Кронштейн амортизатора нижний правый 4370","шт","2500","","0","0","0"
"ДН010324","9758-2915401-60","Кронштейн амортизатора п/п (нижний)","шт","480","","0","0","0"
"ДН011984","4370-2905418","Кронштейн амортизатора передний Зубрёнок","шт","1300","","0","0","0"
"ДН004291","6430-1101102-010","Кронштейн бака н/о","шт","5200","","19","0","0"
"ДН010967","6430-1101103-010","Кронштейн бака н/о","шт","5380","","20.75","0","0"
"ДН005173","93866-2918143","Кронштейн балансира п/прицепа задний h=300","шт","3420","","0","0","0"
"ДН009219","64221-2918150","Кронштейн балансира с осью в сб.(12 отв.)","шт","18000","","0","0","0"
"ДН011683","642208-1715024","Кронштейн балки крепления н/о","шт","430","","0","0","0"
"ДН011334","643019-2803149","Кронштейн бампера левый","шт","290","","0","0","0"
"ДН011250","643019-2803071-001","Кронштейн бампера левый н/о","шт","1265","","2.72","0","0"
"ДН12545","643019-2803147-001","Кронштейн бампера левый н/о","шт","2530","","0","0","0"
"ДН12686","643019-2803147-020","Кронштейн бампера левый н/о","шт","520","","0","0","0"
"ДН011335","643019-2803148","Кронштейн бампера правый","шт","295","","0","0","0"
"ДН011249","643019-2803070-001","Кронштейн бампера правый н/о","шт","1265","","2.72","0","0"
"ДН12450","643019-2803146-020","Кронштейн бампера правый н/о","шт","500","","0","0","0"
"ДН12546","643019-2803146-001","Кронштейн бампера правый н/о","шт","4660","","0","0","0"
"ДН011195","64302-1001042","Кронштейн боковой","шт","2175","","0","0","0"
"ДН011230","5440А9-1001042","Кронштейн боковой","шт","2880","","5.32","0","0"
"ДН013182","5550В2-1001024-000","Кронштейн боковой","шт","6100","","5.26","0","0"
"ДН011817","6430-1001044","Кронштейн боковой опоры 6430","шт","6250","","0","0","0"
"ДН011599","643021-1001043","Кронштейн боковой опоры дв-ля МАN в сб. (левый)","шт","6000","","6.2","0","0"
"ДН011600","643021-1001044","Кронштейн боковой опоры дв-ля МАN в сб. (правый)","шт","6000","","6.2","0","0"
"ДН004673","64221-1001046-20","Кронштейн боковой опоры двигателя","шт","3000","","11.5","0","0"
"ДН009643","643008-1001045","Кронштейн боковой опоры левый","шт","5700","","8.8","0","0"
